sample_old,tot,het,period_2,period_3,period_4,period_5,period_6
R17021214LD01,32515,22653,19077,3306,7628,2170,334
R17021215LD01,32645,22678,19128,3318,7660,2199,340
R17021217LD01,32234,22488,18984,3285,7528,2126,311
R17021218LD01,32324,22551,18886,3335,7662,2115,326
R17021219LD01,32276,22507,18899,3278,7581,2182,336
R17021220LD01,32431,22781,18979,3349,7617,2140,346
R17021221LD01,32409,22542,19033,3310,7572,2170,324
R17021222LD01,32444,22462,19037,3295,7641,2165,306
R17021223LD01,32481,22657,19072,3263,7643,2184,319
R17021224LD01,32570,22673,19179,3286,7608,2170,327
R17021225LD01,32235,22617,19035,3302,7476,2099,323
R17021228LD01,32568,22889,19186,3305,7592,2160,325
R17021229LD01,32579,22740,19182,3395,7528,2152,322
R17021230LD01,31134,21516,18393,3184,7269,1988,300
R17021231LD01,32443,22590,19167,3286,7504,2164,322
R17021233LD01,32670,22863,19222,3349,7631,2140,328
R17021234LD01,32350,22380,18998,3236,7637,2158,321
R17021236LD01,32666,22633,19180,3392,7586,2169,339
R17021238LD01,32199,22408,18909,3268,7584,2124,314
R17021241LD01,32226,22452,18956,3289,7530,2145,306
R17021242LD01,32440,22675,19042,3300,7595,2177,326
R17021245LD01,32358,22561,18947,3323,7592,2153,343
R17021246LD01,32221,22264,18882,3334,7574,2109,322
R17021248LD01,32419,22621,19084,3285,7550,2174,326
R17021249LD01,32463,22351,19068,3290,7605,2160,340
R17021250LD01,32183,22035,18937,3258,7544,2124,320
R17021251LD01,32165,22391,18896,3311,7509,2138,311
R17021252LD01,32219,22375,18917,3327,7540,2119,316
R17021253LD01,32380,22542,19020,3268,7615,2154,323
R17021254LD01,32244,22398,18861,3344,7568,2145,326
R17021257LD01,32306,22369,18981,3313,7538,2144,330
R17021258LD01,32378,22516,19007,3317,7564,2143,347
R17021259LD01,32503,22657,19074,3353,7577,2171,328
R17021261LD01,32382,22634,18945,3341,7622,2148,326
R17021263LD01,32394,22487,18992,3243,7680,2156,323
R17021264LD01,32500,22540,19042,3346,7622,2181,309
R17021266LD01,32405,22530,19091,3312,7532,2141,329
R17021268LD01,32399,22648,19077,3285,7557,2159,321
R17021269LD01,32461,22510,19127,3290,7548,2175,321
R17021270LD01,32579,22729,19141,3355,7608,2155,320
R17021272LD01,32508,22678,19051,3326,7655,2151,325
R17021273LD01,32431,22686,19047,3337,7599,2118,330
R17021298LD01,31425,21866,18375,3221,7502,2029,298
R17021299LD01,30745,21287,17941,3123,7304,2076,301
R17021301LD01,31407,21792,18507,3226,7280,2083,311
R17021302LD01,30492,21004,17756,3120,7336,1998,282
R17021304LD01,30868,21331,18156,3140,7252,2018,302
R17021318LD01,32586,22676,19093,3363,7646,2178,306
R17021319LD01,32351,22312,19027,3317,7554,2136,317
R17021320LD01,32520,22493,19053,3320,7669,2148,330
R17021323LD01,32496,22377,19079,3330,7592,2167,328
R17021391LD01-A117016,32543,22534,19107,3289,7594,2211,342
R17021392LD01-A118038,32337,22268,18973,3336,7508,2203,317
R17021393LD01-A118042,32451,22453,19036,3356,7562,2181,316
R17021286LD02-A126021,32326,22468,18979,3348,7539,2137,323
R17021325LD01-B132018,32250,22289,18886,3301,7580,2179,304
R17021328LD01-A132043,32263,22229,18952,3233,7594,2179,305
R17021329LD01-A132047,32105,22267,18943,3231,7497,2120,314
R17021330LD01-A132049,32596,22794,19002,3351,7736,2186,321
R17021333LD01-A132052,32565,22831,19111,3316,7631,2182,325
R17021336LD01-A132058,32470,22608,19053,3298,7666,2135,318
R17021337LD01-A133043,32748,23000,19210,3343,7645,2212,338
R17021338LD01-A133048,32337,22404,18932,3340,7600,2137,328
R17021339LD01-A133049,32419,22582,19088,3315,7504,2185,327
R17021340LD01-A133051,32679,22779,19143,3329,7665,2220,322
R17021341LD01-A133054,32509,22576,19022,3389,7607,2150,341
R17021342LD01-A133055,32321,22507,18908,3363,7575,2157,318
R17021343LD01-A133056,32345,22346,18915,3313,7617,2168,332
R17021344LD01-A133057,32383,22649,18957,3335,7610,2152,329
R17021345LD01-A133058,32395,22541,19028,3291,7571,2167,338
R17021346LD01-A133059,32593,22783,19136,3330,7630,2173,324
R17021347LD01-A133060,32282,22436,18944,3300,7540,2186,312
R17021348LD01-A133061,32205,22143,19005,3274,7498,2112,316
R17021349LD01-A133062,32420,22756,18940,3353,7659,2152,316
R17021351LD01-A133064,32138,22357,18872,3254,7550,2153,309
R17021352LD01-A133065,32199,22379,18868,3224,7632,2153,322
R17021353LD01-A133066,32137,22437,18879,3268,7530,2145,315
R17021354LD01-A133067,32294,22407,18974,3256,7579,2167,318
R17021356LD01-A134043,31775,22003,18615,3255,7481,2102,322
R17021358LD01-A134046,32433,22673,19000,3273,7667,2171,322
R17021359LD01-A134048,32557,22814,19070,3352,7653,2167,315
R17021362LD01-A134054,32277,22466,18910,3316,7589,2137,325
R17021363LD01-A136002,32355,22463,19048,3268,7538,2173,328
R17021364LD01-A136003,32373,22504,18988,3291,7583,2188,323
R17021365LD01-A136004,32278,22516,18968,3310,7499,2196,305
R17021366LD01-A136005,32298,22500,19047,3291,7529,2115,316
R17021367LD01-A136006,32341,22409,19033,3252,7529,2200,327
R17021368LD01-A136007,32014,22317,18847,3266,7453,2140,308
R17021369LD01-A136008,32270,22361,18943,3281,7599,2138,309
R17021370LD01-A136009,32143,22301,18902,3276,7497,2139,329
R17021372LD01-A141001,32153,22252,18894,3268,7531,2145,315
R17021375LD01-A141006,32357,22263,19044,3252,7573,2176,312
R17021376LD01-A141007,32512,22541,19156,3300,7585,2134,337
R17021377LD01-A141010,32346,22381,18963,3326,7568,2137,352
R17021378LD01-A141011,32163,21364,18849,3325,7484,2180,325
R17021379LD01-A141012,32389,22176,18943,3350,7556,2189,351
R17021381LD01-A141016,32438,22620,19052,3329,7556,2162,339
R17021384LD01-A141024,32527,22596,19163,3324,7545,2162,333
R17021385LD01-A141025,32708,22835,19156,3316,7704,2184,348
R17021386LD01-A142002,32329,22424,18987,3302,7576,2130,334
R17021387LD01-A108013,32270,22338,18976,3305,7542,2125,322
R17021388LD01-A108014,32400,22488,18973,3348,7556,2188,335
R17021274LD01,32257,22468,18928,3293,7543,2179,314
R17021275LD01,32477,22609,19067,3305,7590,2169,346
R17021276LD01,32283,22317,18950,3311,7544,2163,315
R17021277LD01,32274,22299,18982,3284,7599,2078,331
R17021278LD01,32400,22492,19033,3356,7608,2077,326
R17021279LD01,32325,22487,18999,3282,7571,2150,323
R17021280LD01,32578,22945,19129,3372,7623,2142,312
R17021281LD01,32065,22422,18837,3210,7566,2133,319
R17021284LD01,32264,22337,18895,3302,7597,2151,319
R17021285LD01,32461,22586,19059,3307,7614,2169,312
R17021287LD01,32114,22371,18940,3244,7525,2098,307
R17021289LD01,32248,22581,18932,3282,7567,2137,330
R17021290LD01,32435,22559,19088,3298,7554,2156,339
R17021291LD01,32246,22257,19077,3213,7485,2147,324
R17021292LD01,32603,22731,19078,3335,7705,2153,332
R17021293LD01,32546,22850,19118,3321,7605,2167,335
R17021294LD01,32520,22770,19159,3338,7558,2129,336
R17021305LD01,32354,22367,18947,3292,7629,2182,304
R17021306LD01,32461,22678,18970,3332,7713,2136,310
R17021307LD01,31913,22189,18661,3273,7516,2149,314
R17021308LD01,32307,22483,18886,3299,7616,2182,324
R17021309LD01,31150,21666,18236,3178,7383,2057,296
R17021310LD01,31854,22252,18633,3204,7559,2147,311
R17021312LD01,32190,22394,18827,3315,7597,2135,316
R17021314LD01,32289,22542,18981,3314,7528,2147,319
R17021317LD01,32087,22418,18852,3316,7542,2079,298
R17021394LD01-A123026,32091,22105,18876,3274,7510,2118,313
R17021395LD01-A123027,32506,22594,19013,3326,7665,2181,321
R17021396LD01-A129004,32705,23109,19167,3307,7720,2195,316
R17021357LD01-A134045,31688,21922,18687,3218,7422,2054,307
R17021297LD01,31171,21443,18307,3172,7336,2039,317
R17021303LD01,31820,22137,18651,3291,7469,2107,302
R17021296LD01,31504,21800,18500,3245,7362,2093,304
R17021295LD01,31509,21654,18472,3237,7447,2051,302
R17021235LD01,31856,22062,18696,3259,7512,2096,293
R17021186LD01,31689,22048,18689,3171,7415,2099,315
R17021188LD01,32103,22354,18895,3223,7513,2160,312
R17021190LD01,32011,22282,18738,3326,7509,2127,311
R17021192LD01,32243,22531,18914,3307,7535,2168,319
R17021193LD01,32286,22479,18893,3315,7566,2189,323
R17021194LD01,31994,22089,18802,3283,7459,2137,313
R17021195LD01,32092,22404,18779,3283,7586,2144,300
R17021196LD01,32245,22407,18881,3294,7611,2134,325
R17021197LD01,32059,22052,18885,3237,7562,2074,301
R18007992LD01-A123053,32597,22815,19070,3386,7610,2176,355
R18007993LD01-A123055,32521,22485,19079,3353,7588,2183,318
R18007996LD01-A123069,32439,22491,19054,3347,7537,2183,318
R18007997LD01-A123071,32238,22417,18918,3299,7556,2140,325
R18007998LD01-B126018,32430,22370,19034,3276,7661,2140,319
R18007999LD01-A128021,32326,22517,18991,3268,7556,2176,335
R18008000LD01-B129030,32483,22491,19017,3313,7629,2179,345
R18008001LD01-A129032,32575,22647,19090,3342,7651,2157,335
R18008002LD01-A130016-1,32651,22637,19124,3343,7669,2176,339
R18008004LD01-A130017-1,32571,22627,19042,3331,7687,2188,323
R18008006LD01-A131014,32553,22520,19031,3347,7646,2197,332
R18008007LD01-B132007,32462,22366,18999,3349,7621,2161,332
R18008008LD01-B132040,32547,22632,19159,3330,7549,2168,341
R18008009LD01-B132042,32596,22577,19126,3373,7587,2178,332
R18008010LD01-B132050,32452,22499,19139,3309,7504,2171,329
R18008011LD01-B132051,32428,22591,19110,3317,7541,2137,323
R18008012LD01-A132053,32838,23077,19228,3419,7689,2182,320
R18008013LD01-A132057,32548,22584,19056,3342,7660,2167,323
R18007944LD01-A101065,32497,22611,19197,3301,7562,2114,323
R18007945LD01-B102019,32839,23205,19243,3395,7678,2193,330
R18007946LD01-A103011,32688,22713,19108,3368,7668,2208,336
R18007947LD01-A105014,32478,22423,19115,3312,7553,2171,327
R18007949LD01-A105020,32449,22435,19024,3332,7583,2171,339
R18007951LD01-B105027,32621,22691,19152,3321,7617,2179,352
R18007952LD01-A105028,32558,22606,19085,3351,7588,2200,334
R18007953LD01-B108040,32730,22670,19101,3399,7697,2191,342
R18007954LD01-B108043,32615,22701,19105,3344,7662,2175,329
R18007955LD01-A108047,32633,22860,19106,3368,7651,2184,324
R18007956LD01-A109043,32434,22394,18998,3350,7625,2142,319
R18007957LD01-A109046,32493,22550,19107,3379,7545,2143,319
R18007958LD01-A115033,32492,22421,19078,3311,7613,2186,304
R18007959LD01-A115034,32443,22076,19028,3312,7601,2178,324
R18007960LD01-A115035,32534,22627,19073,3302,7622,2191,346
R18007961LD01-A115041,32319,22320,18998,3282,7541,2171,327
R18007962LD01-A115042,32629,22711,19185,3313,7597,2191,343
R18007963LD01-A115047,32564,22804,19109,3330,7634,2162,329
R18007964LD01-A115048,32494,22512,19078,3345,7575,2157,339
R18007965LD01-A116026,32604,22799,19197,3329,7589,2161,328
R18007966LD01-B117018,32231,22353,18978,3313,7496,2126,318
R18007967LD01-B117020,32720,22842,19258,3346,7605,2179,332
R18007968LD01-B117021,32489,22518,19180,3325,7544,2105,335
R18007969LD01-B117022,32635,22827,19157,3274,7654,2216,334
R18007970LD01-B117023,32378,22542,18958,3289,7621,2193,317
R18007971LD01-A117029,32485,22495,19000,3328,7613,2213,331
R18007972LD01-B117032,32415,22521,19018,3307,7569,2189,332
R18007973LD01-B117034,32365,22349,18973,3305,7565,2197,325
R18007974LD01-B117036,32498,22549,19099,3347,7570,2158,324
R18007975LD01-A117039,32637,22728,19107,3348,7640,2205,337
R18007976LD01-A117046,32517,22504,19090,3338,7580,2185,324
R18007977LD01-A117051,32537,22626,19094,3327,7584,2215,317
R18007978LD01-A117052,32396,22361,19019,3336,7555,2151,335
R18007979LD01-A117053,32562,22565,19141,3287,7582,2194,358
R18007980LD01-B118059,32389,22345,19016,3316,7543,2181,333
R18007981LD01-B118061,32644,22542,19104,3396,7638,2185,321
R18007982LD01-B118066,32372,22609,18984,3352,7560,2154,322
R18007983LD01-A118068,32409,22386,18955,3327,7605,2190,332
R18007984LD01-B118071,32605,22524,19144,3310,7608,2219,324
R18007986LD01-A122089,32421,22459,19029,3294,7613,2152,333
R18007987LD01-A122094,32415,22378,19038,3296,7606,2133,342
R18007988LD01-A123022,32475,22417,19098,3278,7575,2183,341
R18007989LD01-B123031,32675,22721,19156,3363,7645,2162,349
R18007990LD01-A123032,32238,22372,18929,3300,7552,2141,316
R18008014LD01-A133063,32659,22638,19166,3371,7579,2208,335
R18007991LD01-A123043,32393,22405,19027,3335,7549,2147,335
R18008015LD01-B134039,32582,22629,19069,3381,7628,2173,331
R18008016LD01-A134052,32174,22153,18955,3283,7490,2135,311
R18008017LD01-A134053,32598,22643,19154,3320,7602,2205,317
R18008018LD01-A141003,32398,22475,18972,3321,7613,2168,324
R18008019LD01-A141005,32463,22427,18995,3349,7596,2192,331
BY2341642_HJMW5CCXY_L2,18404,13332,9296,2085,5404,1447,172
Sample_WGC037692D,27309,19539,15827,2375,6857,1980,270
Sample_WGC037707D,21924,15100,13215,1729,5356,1443,181
Sample_WGC037676D,28548,20387,16972,2427,6965,1931,253
Sample_WGC037660D,26662,18866,15780,2145,6606,1895,236
Sample_WGC037688D,27062,19115,15504,2347,6975,1992,244
Sample_WGC045110D,24543,17233,13540,2514,6483,1749,257
Sample_WGC083507D,32390,22490,19037,3264,7639,2143,307
Sample_WGC037680D,29516,21168,17433,2539,7235,2019,290
Sample_WGC037668D,27595,19644,16652,2248,6603,1841,251
Sample_WGC037656D,27213,19233,16127,2249,6711,1867,259
Sample_WGC083478D,29006,20137,17215,2881,6860,1792,258
Sample_WGC045215D,29628,20513,17334,2942,7144,1917,291
Sample_WGC037770D,29230,20999,17148,2584,7240,1968,290
Sample_WGC037677D,29681,21104,17492,2605,7291,2019,274
Sample_WGC045158D,26530,18768,14856,2717,6744,1910,303
Sample_WGC037667D,26408,18643,16330,2075,6007,1775,221
Sample_WGC083503D,32418,22576,19052,3335,7570,2133,328
Sample_WGC037693D,27831,19757,16418,2427,6843,1903,240
Sample_WGC037647D,23634,16457,13836,1915,5936,1720,227
Sample_WGC037769D,27081,19453,15746,2233,6954,1884,264
Sample_WGC037700D,28621,20254,16745,2466,7167,1970,273
Sample_WGC045214D,29138,20251,16976,2869,7103,1890,300
Sample_WGC037657D,28389,20150,16720,2429,7042,1906,292
Sample_WGC037694D,27358,19418,15853,2307,6978,1962,258
Sample_WGC037711D,25837,18145,15647,2102,6080,1761,247
Sample_WGC045137D,30974,21747,18208,3043,7402,2013,308
Sample_WGC037674D,29216,20903,17356,2494,7106,1962,298
Sample_WGC037776D,28285,20061,16778,2367,6968,1920,252
Sample_WGC045116D,27405,19225,15531,2799,6917,1900,258
Sample_WGC048945D,23377,16694,12756,2383,6280,1712,246
Sample_WGC037650D,27185,19335,16170,2150,6765,1841,259
Sample_WGC037687D,26051,18509,15073,2229,6600,1905,244
Sample_WGC083476D,31920,22391,18780,3197,7539,2096,308
Sample_WGC045101D,21932,15340,11834,2310,5974,1570,244
Sample_WGC083481D,30810,21731,18270,3093,7188,1975,284
Sample_WGC048961D,28088,20078,15836,2887,7091,1974,300
Sample_WGC045109D,26242,18055,15290,2595,6367,1721,269
Sample_WGC037662D,27265,19362,15994,2207,6887,1925,252
Sample_WGC048975D,26188,19006,14539,2708,6812,1863,266
Sample_WGC037659D,28036,19914,16423,2375,7037,1924,277
Sample_WGC045188D,26631,18003,15751,2632,6349,1649,250
Sample_WGC037779D,28369,19938,16830,2427,6914,1936,262
Sample_WGC037695D,30924,21763,18149,3031,7384,2052,308
Sample_WGC037706D,19859,13640,11876,1556,4942,1319,166
Sample_WGC037689D,27491,19477,15867,2386,6998,1987,253
Sample_WGC037710D,26947,18985,16092,2181,6569,1870,235
Sample_WGC037661D,26471,18801,15677,2116,6589,1861,228
Sample_WGC083501DB,32260,22466,18930,3266,7546,2189,329
Sample_WGC037681D,29569,21283,17409,2556,7303,2008,293
Sample_WGC083479D,29024,20204,17101,2911,6880,1868,264
Sample_WGC083482D,30566,21476,18079,3084,7170,1934,299
Sample_WGC045155D,31650,22068,18651,3123,7462,2097,317
Sample_WGC037686D,27058,19275,15780,2288,6757,1980,253
Sample_WGC083506D,32296,22444,18947,3307,7597,2116,329
Sample_WGC045187D,30677,21495,18052,3002,7347,1973,303
Sample_WGC037648D,22915,16086,13336,1795,5917,1659,208
Sample_WGC037664D,27360,19423,16286,2203,6725,1888,258
Sample_WGC037696D,27971,20029,16250,2411,7008,2032,270
Sample_WGC037703D,26654,18919,15784,2181,6618,1833,238
Sample_WGC048973D,27397,19305,15473,2819,6948,1862,295
Sample_WGC045226D,29847,21034,17329,2936,7267,2008,307
Sample_WGC048943D,26000,18616,14468,2670,6733,1868,261
Sample_WGC037699D,26985,19080,15869,2247,6755,1869,245
Sample_WGC045205D,24804,17617,13837,2487,6458,1744,278
Sample_WGC037685D,26924,19261,15495,2306,6892,1965,266
Sample_WGC045221D,29226,20304,17342,2839,6911,1847,287
Sample_WGC045211D,27753,19281,15783,2768,6993,1921,288
Sample_WGC037640D,22517,15539,13529,1688,5555,1563,182
Sample_WGC037658D,28276,20144,16669,2390,6981,1953,283
Sample_WGC045170D,30775,21671,18127,3078,7247,2018,305
Sample_WGC048952D,26003,18625,14411,2656,6820,1834,282
Sample_WGC037780D,28683,20368,17012,2450,6976,1972,273
Sample_WGC037704D,29457,21092,17350,2545,7238,2039,285
Sample_WGC037697D,29058,20212,16976,2939,6997,1859,287
Sample_WGC045227D,29858,20812,17376,3014,7194,1980,294
Sample_WGC037684D,29308,20982,17267,2520,7181,2049,291
Sample_WGC083504D,32461,22524,18989,3310,7680,2168,314
Sample_WGC083477D,32433,22750,19060,3269,7650,2139,315
Sample_WGC037663D,27165,19295,16056,2211,6768,1875,255
Sample_WGC045206D,26790,18503,15241,2672,6797,1805,275
Sample_WGC037666D,28570,20235,17042,2331,6954,1967,276
Sample_WGC045161D,27354,19553,15319,2820,6998,1926,291
Sample_WGC083502D,30797,21552,18183,3184,7164,1963,303
Sample_WGC037690D,27007,18359,15894,2290,6619,1939,265
Sample_WGC037646D,23931,16564,14358,1846,5862,1653,212
Sample_WGC037678D,28940,20636,17121,2491,7094,1960,274
Sample_WGC037683D,29572,21284,17415,2543,7305,2007,302
Sample_WGC037709D,27888,19647,16647,2236,6807,1925,273
Sample_WGC037670D,29077,20582,17262,2470,7078,1996,271
Sample_WGC048971D,27297,19367,15292,2842,6981,1903,279
Sample_WGC037701D,29684,21587,17210,2667,7401,2130,276
Sample_WGC037665D,26861,19124,15935,2182,6676,1820,248
Sample_WGC045092D,28631,20687,16439,2788,7169,1958,277
Sample_WGC037702D,29269,21027,17303,2478,7160,2043,285
Sample_WGC037649D,28077,19925,16560,2358,6969,1937,253
Sample_WGC037691D,26906,18958,15519,2348,6867,1907,265
Sample_WGC037641D,24864,17500,14823,1944,6174,1711,212
Sample_WGC037698D,27125,19410,15586,2355,6953,1973,258
Sample_WGC037682D,29458,20971,17345,2502,7262,2063,286
Sample_WGC045169D,31015,21877,18289,3005,7320,2090,311
Sample_WGC045220D,27363,18754,16185,2708,6484,1719,267
Sample_WGC045212D,24844,17160,13786,2563,6523,1726,246
Sample_WGC037775D,26650,18839,15948,2156,6550,1754,242
Sample_WGC037671D,29158,20710,17361,2508,7017,1990,282
17-G-297,32573,22457,19115,3327,7634,2162,335
17-G-300,32365,22312,18977,3294,7612,2168,314
17-G-365,32653,22573,19023,3330,7707,2257,336
17-G-366,30495,20886,17840,3112,7195,2069,279
17-G-367,30326,20868,17631,3158,7233,2029,275
17-G-368,32507,22561,19048,3297,7679,2152,331
17-G-369,32584,22355,19094,3375,7609,2164,342
R17000896LD01,32384,22403,19043,3320,7557,2139,325
R17000898LD01,32480,22480,19135,3342,7510,2172,321
R17000899LD01,32563,22753,19147,3321,7598,2154,343
R17000900LD01,32447,22621,19019,3320,7626,2159,323
R17000901LD01,32250,22299,18920,3249,7596,2166,319
R17000902LD01,32575,22562,19092,3377,7627,2142,337
R17000903LD01,32354,22474,19024,3283,7594,2145,308
R17000904LD01,31720,21320,18681,3218,7407,2090,324
R17000905LD01,32276,22547,18929,3328,7551,2141,327
R17000906LD01,32449,22529,19032,3332,7619,2141,325
R17000907LD01,32127,22246,18957,3233,7482,2133,322
R17000908LD01,32319,22584,18932,3364,7552,2160,311
R17000909LD01,32365,22484,18908,3349,7615,2177,316
R17000910LD01,31757,21345,18707,3262,7339,2110,339
R17000911LD01,32584,22636,19153,3323,7620,2170,318
R17000912LD01,32372,22628,18988,3293,7567,2190,334
R17000913LD01,32562,22828,19066,3319,7735,2108,334
R17000914LD01,32620,22798,19147,3346,7661,2128,338
R17000915LD01,32368,22597,19030,3318,7548,2162,310
R17000916LD01,32557,22844,19011,3384,7673,2168,321
R17000917LD01,32288,22643,18942,3340,7579,2108,319
R17000918LD01,32185,22298,18846,3246,7600,2178,315
R17000921LD01,32398,22620,18948,3307,7673,2133,337
R17004894LD01,32008,22175,18821,3290,7434,2149,314
R17004896LD01,32298,22511,18821,3338,7595,2208,336
R17004897LD01,32167,22157,18850,3264,7589,2125,339
R17004899LD01,32499,22508,19038,3267,7667,2197,330
R17004900LD01,32357,22426,19008,3342,7541,2136,330
R17004902LD01,32200,22558,18884,3283,7542,2166,325
R17004903LD01,32285,22432,18884,3317,7585,2149,350
R17004905LD01,32090,22274,18729,3288,7617,2123,333
R17004906LD01,32191,22334,18831,3312,7582,2142,324
R17004907LD01,32253,22298,18936,3274,7559,2172,312
R17004908LD01,31935,22130,18719,3303,7450,2133,330
R17004909LD01,31912,22207,18665,3282,7476,2166,323
R17004911LD01,32149,22257,18857,3297,7540,2136,319
